mfcc,label
"[-341.9543762207031, -6.530596733093262, -40.736446380615234, -8.819788932800293, -21.046560287475586, -5.254514694213867, -8.522353172302246, -5.93724250793457, -11.914267539978027, -8.117786407470703, -7.090324878692627, -1.0116758346557617, 12.229347229003906]",angry
"[-343.4250183105469, -4.9976420402526855, -40.43250274658203, -12.123798370361328, -20.862703323364258, -9.007112503051758, -10.345865249633789, -7.418411731719971, -12.836837768554688, -4.465365409851074, -10.924213409423828, -10.221324920654297, 5.246840000152588]",angry
"[-313.4664611816406, -1.896112084388733, -45.23497009277344, -15.804743766784668, -24.788406372070312, -6.28445291519165, -8.169803619384766, -8.179438591003418, -12.529684066772461, -6.267662048339844, -11.2204008102417, -8.242172241210938, 4.103188991546631]",angry
"[-545.1752319335938, 51.207393646240234, -14.514119148254395, -8.72126293182373, -5.2032904624938965, -10.8665189743042, -3.503448009490967, -16.747495651245117, -12.667609214782715, -0.7722749710083008, -3.738978147506714, -10.180000305175781, -1.787390947341919]",fearful
"[-571.0446166992188, 45.5988883972168, -13.99728012084961, -3.758638381958008, -1.7316012382507324, -9.316617012023926, -4.196017742156982, -12.358630180358887, -12.507927894592285, -6.034402370452881, -0.8816962838172913, -10.618853569030762, -0.20027275383472443]",fearful
"[-570.5281372070312, 45.2810173034668, -1.5051045417785645, -2.2028958797454834, -0.9281120300292969, -5.79245662689209, 0.18326759338378906, -14.378805160522461, -11.776611328125, -1.3474602699279785, -4.232036590576172, -7.678797721862793, -0.7441414594650269]",fearful
"[-546.648681640625, 54.71831130981445, -9.116854667663574, -4.717334747314453, -1.2989249229431152, -9.81857681274414, 1.000789761543274, -15.70292854309082, -11.249675750732422, -1.1204233169555664, -4.985067367553711, -8.518133163452148, 0.0278678759932518]",fearful
"[-447.0337219238281, 30.767841339111328, -29.09779167175293, -9.836405754089355, -9.563307762145996, -13.108776092529297, -8.317014694213867, -10.637914657592773, -20.4027042388916, 0.6976398229598999, -1.5960828065872192, -12.803428649902344, -1.6953743696212769]",fearful
"[-409.3699645996094, 34.26946258544922, -31.1064453125, -8.759418487548828, -9.017009735107422, -12.454824447631836, -8.974316596984863, -12.308076858520508, -19.699668884277344, 0.729343831539154, 0.1034473106265068, -11.0147123336792, -1.7664027214050293]",fearful
"[-467.6119384765625, 31.285049438476562, -17.47709083557129, -7.324313163757324, -5.149418830871582, -10.21795654296875, -10.523033142089844, -15.639385223388672, -16.446884155273438, 1.4265815019607544, -4.16384744644165, -11.389481544494629, -2.123720407485962]",fearful
"[-432.9506530761719, 26.26014518737793, -29.637065887451172, -11.556086540222168, -8.094817161560059, -16.410186767578125, -10.680339813232422, -13.07471752166748, -22.43332290649414, -1.2677805423736572, -4.018855094909668, -11.716612815856934, -1.8416396379470825]",fearful
"[-548.6112060546875, 71.90276336669922, -3.731313467025757, 5.649313449859619, -12.34665298461914, -5.399557590484619, -2.428793430328369, -14.325481414794922, -14.955541610717773, -5.642364978790283, 0.22906655073165894, -9.904585838317871, -3.2423250675201416]",disgust
"[-500.333251953125, 63.32828903198242, -14.020965576171875, -0.6859388947486877, -11.777130126953125, -7.448251724243164, -3.203096866607666, -17.118059158325195, -17.433273315429688, -0.34607556462287903, -3.8839988708496094, -13.013018608093262, -1.6599249839782715]",disgust
"[-537.9493408203125, 57.52781677246094, -9.685049057006836, -8.173033714294434, -7.008009433746338, -3.714921236038208, -9.465593338012695, -17.0623836517334, -14.782174110412598, -2.676766872406006, -2.598094940185547, -8.943450927734375, -3.4924724102020264]",disgust
"[-500.0683898925781, 60.018211364746094, -9.080649375915527, -8.5582275390625, -5.4957098960876465, -10.689308166503906, -11.53081226348877, -20.426000595092773, -16.746854782104492, -5.261602401733398, -4.827371120452881, -11.608576774597168, -2.8740909099578857]",disgust
"[-443.78704833984375, 26.69506072998047, -32.96607971191406, 1.6532388925552368, -20.48296356201172, -15.57472038269043, -7.071418285369873, -16.703298568725586, -24.03716278076172, -2.8432352542877197, -9.372485160827637, -10.689582824707031, -6.350464820861816]",disgust
"[-432.9739074707031, 40.799720764160156, -25.951749801635742, -2.677616596221924, -19.235506057739258, -12.009964942932129, -9.699854850769043, -19.281322479248047, -21.62564468383789, -4.963831901550293, -6.083985805511475, -12.179733276367188, -7.305535316467285]",disgust
"[-420.37091064453125, 44.525779724121094, -22.22768211364746, -8.963469505310059, -13.090328216552734, -16.138023376464844, -8.283208847045898, -19.93201446533203, -18.255725860595703, -0.9703696370124817, -7.4027557373046875, -8.41869068145752, -4.963220596313477]",disgust
"[-397.3232116699219, 31.10985565185547, -27.877607345581055, -10.088690757751465, -15.185911178588867, -15.168855667114258, -9.230928421020508, -17.974628448486328, -19.594083786010742, -1.6682628393173218, -8.57010555267334, -13.018795013427734, -5.657016277313232]",disgust
"[-624.0206909179688, 54.73461151123047, -5.306671142578125, 4.714846611022949, -4.804997444152832, -11.995784759521484, 2.1932425498962402, -21.116544723510742, -11.753271102905273, -10.546429634094238, -9.686968803405762, -7.008453845977783, -8.25267505645752]",surprised
"[-642.4214477539062, 51.66313171386719, 8.138779640197754, 3.764708995819092, -4.909400939941406, -6.928526878356934, 2.4913406372070312, -16.289459228515625, -10.810029983520508, -7.688432216644287, -6.846284866333008, -6.988542079925537, -6.113715171813965]",surprised
"[-601.0057983398438, 44.61324691772461, 10.073835372924805, -4.956748008728027, -3.23105525970459, -9.250388145446777, 2.5116541385650635, -16.412641525268555, -11.487393379211426, -7.754556179046631, -10.737031936645508, -7.246429920196533, -9.227190017700195]",surprised
"[-636.5739135742188, 47.10837173461914, 7.285260200500488, 2.478595495223999, -0.907101571559906, -4.105946063995361, 2.218456745147705, -12.520928382873535, -10.25160026550293, -7.640784740447998, -9.375204086303711, -6.930595874786377, -8.823968887329102]",surprised
"[-555.2823486328125, 36.625335693359375, -6.18984842300415, 2.0336084365844727, -2.5153262615203857, -1.672476053237915, 3.6542861461639404, -8.694668769836426, -8.860525131225586, -7.40273904800415, -7.9651994705200195, -4.2119140625, -5.0686187744140625]",surprised
"[-566.6528930664062, 37.01301193237305, 1.070439100265503, -0.6411217451095581, -8.652230262756348, -3.6768012046813965, 4.440809726715088, -9.645171165466309, -12.782885551452637, -8.552244186401367, -8.418807983398438, -5.700184345245361, -7.516275882720947]",surprised
"[-521.7702026367188, 40.09233093261719, 5.9435272216796875, -2.730172872543335, -6.943143367767334, -9.272631645202637, 1.15281081199646, -16.22620964050293, -17.307497024536133, -10.769679069519043, -12.863361358642578, -7.854480266571045, -8.501106262207031]",surprised
"[-546.5673217773438, 32.63833999633789, -0.056999560445547104, -0.4356571435928345, -7.471805572509766, -1.2295258045196533, 3.813540458679199, -7.734843730926514, -9.995386123657227, -6.920936584472656, -7.44249963760376, -4.694148063659668, -5.009713172912598]",surprised
"[-691.2265625, 87.96622467041016, 13.260958671569824, 21.266138076782227, 8.170697212219238, 7.812775611877441, 2.8953604698181152, -3.58215069770813, -7.038299560546875, 0.7949082255363464, 1.4848729372024536, -4.002175331115723, 5.985337734222412]",neutral
"[-691.675048828125, 86.39424896240234, 11.03941822052002, 22.88580894470215, 7.331080436706543, 6.16594934463501, -0.09257496148347855, -6.092772960662842, -11.205574989318848, -0.1764415204524994, 0.15593305230140686, -3.8776111602783203, 4.2741522789001465]",neutral
"[-692.0053100585938, 77.0107192993164, 12.175386428833008, 26.547019958496094, 9.361092567443848, 10.253721237182617, 1.341177225112915, -3.9731948375701904, -10.929956436157227, 3.6187827587127686, 1.7881165742874146, -5.084009170532227, 4.884487628936768]",neutral
"[-676.9728393554688, 72.21861267089844, 12.122313499450684, 24.50162696838379, 7.392735481262207, 9.627790451049805, -1.2049174308776855, -8.179450988769531, -10.265153884887695, 0.5888931751251221, -0.06733468174934387, -5.832421779632568, 4.549112319946289]",neutral
"[-722.41064453125, 76.46324157714844, 26.64788818359375, 25.51694107055664, 11.2311372756958, 15.905755996704102, -2.612971544265747, -1.7399530410766602, -2.960026741027832, 0.5137833952903748, 2.244121551513672, -2.4168996810913086, -1.1421786546707153]",calm
"[-706.1343383789062, 83.41755676269531, 25.335561752319336, 27.589298248291016, 14.030510902404785, 12.10305404663086, -1.863663911819458, -1.0688903331756592, -7.468457221984863, 2.226217031478882, 2.240785837173462, -0.6861801147460938, -0.9462004899978638]",calm
"[-711.2264404296875, 72.56614685058594, 22.34524917602539, 32.35749816894531, 11.447144508361816, 13.647932052612305, 3.6634609699249268, -1.191576361656189, -10.064277648925781, 4.389419078826904, 1.0381981134414673, -2.427067995071411, 2.5255842208862305]",calm
"[-723.6112060546875, 70.23928833007812, 27.134567260742188, 32.51245880126953, 12.594711303710938, 16.12765121459961, 0.03905373811721802, -1.7986700534820557, -2.4390571117401123, 5.065375804901123, 6.4416961669921875, -0.5515201687812805, 0.7524908781051636]",calm
"[-603.7400512695312, 82.1824951171875, 17.474117279052734, 22.17154884338379, 4.623483180999756, 8.089508056640625, -10.390572547912598, -5.8141584396362305, -15.069131851196289, -9.62569522857666, -3.2267563343048096, -13.17921257019043, -0.01978941634297371]",calm
"[-615.7752685546875, 78.67158508300781, 18.31273651123047, 25.234331130981445, 13.386143684387207, 10.376249313354492, -1.3570085763931274, -1.7229259014129639, -6.5391526222229, -0.49285009503364563, -3.1660563945770264, -6.159774303436279, 2.070013999938965]",calm
"[-618.7811279296875, 78.03247833251953, 25.987268447875977, 32.75135803222656, 13.415430068969727, 13.634649276733398, -3.7477054595947266, -7.957122325897217, -7.6639227867126465, 1.8095499277114868, -0.28919535875320435, -6.171970844268799, 1.0405234098434448]",calm
"[-626.9837646484375, 83.67839813232422, 22.127212524414062, 30.63029670715332, 13.055867195129395, 10.985901832580566, -7.824123859405518, -6.628828525543213, -15.42022705078125, -2.8951263427734375, -5.554114818572998, -6.473741054534912, 2.457965135574341]",calm
"[-614.8973388671875, 87.06050109863281, 8.357561111450195, 12.268735885620117, 2.863778829574585, 8.227593421936035, -8.534515380859375, -7.599780082702637, -10.812524795532227, -2.9194493293762207, 5.406544208526611, -8.078210830688477, -2.9026310443878174]",happy
"[-572.7882080078125, 78.78921508789062, 6.558604717254639, 19.020732879638672, 2.31862473487854, 11.506861686706543, -3.9665005207061768, -6.586540222167969, -7.294172286987305, -6.110560417175293, 3.408240556716919, -11.8151273727417, -1.9274400472640991]",happy
"[-659.380615234375, 88.55370330810547, 16.833980560302734, 21.652164459228516, 4.190697193145752, 18.424272537231445, -3.8802688121795654, -4.568112373352051, -8.804393768310547, -1.901690125465393, 2.2243330478668213, -4.99470329284668, 1.3607348203659058]",happy
"[-616.20556640625, 77.35311126708984, 0.2876601815223694, 18.634727478027344, -2.4469449520111084, 13.927488327026367, -1.9992998838424683, -5.596014022827148, -9.323099136352539, 0.07377111911773682, 3.6496193408966064, -7.282488822937012, 3.013798713684082]",happy
"[-542.4661254882812, 65.96981811523438, 8.524197578430176, 14.411952018737793, -2.677833318710327, 5.463433265686035, -6.6914472579956055, -7.43690299987793, -9.836373329162598, -3.179258108139038, 4.553292751312256, -7.69453763961792, -2.367863416671753]",happy
"[-469.5795593261719, 51.93498229980469, -19.995569229125977, 0.8111506700515747, -5.5565185546875, 2.3592145442962646, -15.330853462219238, -19.574466705322266, -11.423958778381348, -6.418142318725586, 1.2203490734100342, -10.446403503417969, -5.425399303436279]",happy
"[-425.9588317871094, 53.371620178222656, -7.487052917480469, 11.76955509185791, -6.480870723724365, 2.4377267360687256, -14.335290908813477, -17.063804626464844, -13.860225677490234, -5.820873260498047, -1.9159197807312012, -14.341032028198242, -2.4128429889678955]",happy
"[-539.1226196289062, 64.40138244628906, 13.627436637878418, 20.763179779052734, -2.068695306777954, 5.667999744415283, -4.853495121002197, -5.211606502532959, -11.446951866149902, -5.265047550201416, 0.404644250869751, -11.560798645019531, -2.945154905319214]",happy
"[-695.8611450195312, 73.96500396728516, 18.462051391601562, 20.1856632232666, 9.311553955078125, 12.590288162231445, 4.683246612548828, -4.409334659576416, -1.9236958026885986, 0.62680983543396, 2.69061541557312, -3.55977725982666, 2.8134660720825195]",sad
"[-704.8325805664062, 80.50724029541016, 17.32992172241211, 20.266427993774414, 9.689834594726562, 14.964665412902832, 1.8438079357147217, -8.788294792175293, -1.757656216621399, -1.047532320022583, 1.3826255798339844, -4.543514728546143, -0.46496957540512085]",sad
"[-679.7133178710938, 84.32301330566406, 8.614998817443848, 13.921670913696289, 7.85953426361084, 15.079957962036133, -0.2678143084049225, -13.179981231689453, -5.718588352203369, 5.143061637878418, 5.470611095428467, -6.550166130065918, 5.174068927764893]",sad
"[-692.3412475585938, 91.44677734375, 16.53260040283203, 24.71452522277832, 7.9786601066589355, 14.212347030639648, 2.8237104415893555, -6.467537879943848, -6.033074855804443, 0.3911379277706146, 5.733341693878174, -2.3987863063812256, 5.832942008972168]",sad
"[-473.3974609375, 61.2651252746582, 2.7180728912353516, 18.052459716796875, 10.198807716369629, 2.9691989421844482, -13.634991645812988, -7.720381259918213, -5.798426628112793, -9.489234924316406, -3.8641469478607178, -7.650890350341797, -5.236232280731201]",sad
"[-608.7839965820312, 75.22428131103516, -1.062730073928833, 18.3746395111084, 6.387789249420166, 5.208962917327881, -9.23360538482666, -7.291374206542969, -6.609829902648926, -9.636075973510742, -0.9576294422149658, -4.146523475646973, -5.273295879364014]",sad
"[-618.989013671875, 69.8475570678711, 5.8679633140563965, 13.84242057800293, 3.940201997756958, 5.927034378051758, -11.024402618408203, -4.87842321395874, -2.0998339653015137, -11.54299259185791, -6.5442070960998535, -2.0907695293426514, -3.080512046813965]",sad
"[-571.7652587890625, 80.24711608886719, 0.28612765669822693, 17.562528610229492, 10.220887184143066, 7.616916179656982, -12.322513580322266, -2.316619634628296, -4.49924898147583, -13.468609809875488, -2.28257155418396, -5.10371208190918, -2.556610584259033]",sad
"[-480.5097961425781, 58.46603012084961, -8.394370079040527, 14.964180946350098, -0.8091801404953003, -2.20581316947937, -4.133265018463135, -5.820009231567383, -12.004631042480469, -5.4827423095703125, 4.989948272705078, -7.742548942565918, -0.9076619148254395]",angry
"[-524.930908203125, 65.53575897216797, -3.4010112285614014, 19.443801879882812, 4.548168182373047, 1.371322512626648, -4.332828998565674, -2.9588325023651123, -10.166838645935059, -2.212721109390259, 4.7089385986328125, -8.965580940246582, 0.8772603869438171]",angry
"[-570.1680297851562, 51.05546188354492, 8.689308166503906, 16.33957290649414, -0.25041893124580383, 0.6890676021575928, -5.462100982666016, -6.699914455413818, -7.402219295501709, -0.7320094108581543, -0.20192772150039673, -7.895540237426758, 2.8378374576568604]",angry
"[-516.7106323242188, 55.1331787109375, 7.434062480926514, 20.307645797729492, 0.38756707310676575, -2.6199748516082764, -2.5893616676330566, -2.7544078826904297, -12.191547393798828, -3.6328771114349365, 1.216843843460083, -9.668282508850098, -1.0455459356307983]",angry
"[-343.573974609375, 40.00580978393555, -26.58140754699707, 9.340962409973145, -10.018590927124023, -13.741137504577637, -9.097673416137695, -3.534433603286743, -15.621150016784668, -5.706329822540283, 2.2593917846679688, -13.266725540161133, 1.668255090713501]",angry
"[-249.0183563232422, 39.95780563354492, -52.398521423339844, 6.6413397789001465, -25.8660945892334, -21.192686080932617, -12.774374961853027, -4.497311115264893, -17.726234436035156, -8.417141914367676, 5.409573078155518, -17.26305389404297, -0.17807155847549438]",angry
"[-223.5416259765625, 41.05356216430664, -47.855655670166016, -4.564233303070068, -22.74193000793457, -15.233072280883789, -16.970067977905273, -4.080682754516602, -16.9547176361084, -6.590320110321045, 4.162656307220459, -16.47053337097168, 0.3603062629699707]",angry
"[-335.8685607910156, 37.85194778442383, -29.37078857421875, 12.553776741027832, -10.562950134277344, -16.858739852905273, -12.838974952697754, -5.252549648284912, -18.19392967224121, -6.279980659484863, 3.485058307647705, -13.142940521240234, -1.1735035181045532]",angry
"[-562.3486938476562, 63.48102569580078, -4.336533546447754, 17.76055335998535, 2.0945119857788086, -1.0025982856750488, -8.980338096618652, -11.206542015075684, -7.530599594116211, -4.687596797943115, -0.2418752759695053, -12.2216157913208, 0.647104799747467]",fearful
"[-612.3896484375, 62.198604583740234, 3.8392717838287354, 15.713622093200684, 9.131975173950195, 4.43713903427124, -9.554450035095215, -9.3618745803833, -2.9029643535614014, -0.5442603230476379, -0.3037666976451874, -3.685014247894287, 0.15567485988140106]",fearful
"[-571.1324462890625, 40.25893020629883, -0.5972839593887329, 16.284744262695312, -2.484402656555176, 10.136576652526855, -9.253439903259277, -16.107421875, -4.457113265991211, -3.234959125518799, -4.739899158477783, -9.048107147216797, -1.18989896774292]",fearful
"[-616.6107177734375, 63.8980712890625, 14.42734146118164, 22.12019920349121, 4.562626361846924, 9.251787185668945, -5.50295877456665, -11.038118362426758, -3.941216468811035, 1.718881368637085, -1.451069712638855, -5.3526611328125, 3.106034517288208]",fearful
"[-430.0526428222656, 53.242855072021484, -41.41319274902344, 4.6052703857421875, -7.640214443206787, -5.027637004852295, -25.06635856628418, -18.801855087280273, -17.357206344604492, -10.758995056152344, 4.290683746337891, -21.23258399963379, 1.5543644428253174]",fearful
"[-350.6536865234375, 19.458375930786133, -38.32429122924805, -1.688944697380066, -20.223342895507812, -14.928912162780762, -26.05974006652832, -24.35076332092285, -13.639229774475098, -7.878513813018799, -4.373119354248047, 0.9222431778907776, 3.4311301708221436]",fearful
"[-428.0277404785156, 21.321378707885742, -22.41456413269043, -3.5335311889648438, -16.10264015197754, -3.7959773540496826, -14.50267219543457, -14.76247787475586, -3.8292436599731445, -5.155832290649414, -3.0053036212921143, -6.500761985778809, 7.0243916511535645]",fearful
"[-362.3344421386719, 21.804048538208008, -29.213886260986328, 1.6016758680343628, -17.02472496032715, -5.188262462615967, -18.929595947265625, -21.959131240844727, -5.0952911376953125, -4.9282941818237305, -3.6984918117523193, -8.536627769470215, 5.015632629394531]",fearful
"[-543.3186645507812, 81.43819427490234, 7.204428195953369, 21.96149444580078, -7.068606853485107, 2.2624900341033936, -9.292470932006836, -12.822515487670898, -6.268590450286865, -12.061726570129395, 2.7047359943389893, -8.72896671295166, 2.363101005554199]",disgust
"[-526.5382080078125, 80.42325592041016, -0.6492074131965637, 15.741559028625488, -2.5732004642486572, 1.702510952949524, -11.647740364074707, -17.45180320739746, -3.997464656829834, -6.960519790649414, -2.408651113510132, -9.68621826171875, 1.8863476514816284]",disgust
"[-543.8189697265625, 71.30194091796875, 11.991823196411133, 16.41657257080078, -6.611795425415039, 7.264685153961182, -10.86312484741211, -12.217500686645508, -6.287006855010986, -1.1531676054000854, -1.4604203701019287, -8.244013786315918, 3.0468947887420654]",disgust
"[-568.9583740234375, 63.643375396728516, 2.0891687870025635, 8.640843391418457, -9.831456184387207, 1.4247784614562988, -9.780662536621094, -14.179612159729004, -7.24054479598999, -5.751556396484375, -0.45305317640304565, -9.977815628051758, -0.5573769211769104]",disgust
"[-467.0445861816406, 37.694705963134766, -0.5927757620811462, 17.52040672302246, -4.545069694519043, -2.6830220222473145, -9.790959358215332, -13.931299209594727, -10.238040924072266, -13.305014610290527, 0.5180190801620483, -8.785989761352539, -8.472743034362793]",disgust
"[-460.653076171875, 26.32058334350586, -16.703166961669922, 13.610467910766602, -14.053088188171387, -5.305483341217041, -13.25253677368164, -12.472674369812012, -10.916789054870605, -10.784215927124023, -3.3630483150482178, -10.601078987121582, -2.9985921382904053]",disgust
"[-355.12933349609375, -10.567434310913086, -9.4005708694458, 11.309600830078125, -33.45860290527344, -3.729268789291382, -19.498571395874023, -20.830839157104492, -8.34556770324707, -9.052024841308594, -4.0096940994262695, -7.973077774047852, -6.023037433624268]",disgust
"[-391.7087707519531, 38.866329193115234, -0.23772524297237396, 25.37004280090332, -1.4870758056640625, -5.042970657348633, -6.565710544586182, -8.247936248779297, -12.113426208496094, -4.89794921875, 2.5968716144561768, -9.970772743225098, -2.166701555252075]",disgust
"[-616.6785888671875, 83.61478424072266, 6.915460586547852, 17.972599029541016, 4.755367279052734, 6.947920322418213, -3.469313859939575, -11.382064819335938, -10.481738090515137, -4.717249393463135, -1.0745253562927246, -6.924162864685059, 1.3120750188827515]",surprised
"[-620.1593627929688, 86.19932556152344, 1.8075230121612549, 9.713677406311035, -1.7134873867034912, 3.4534428119659424, -5.843059062957764, -12.322866439819336, -5.323281764984131, -7.254797458648682, 0.7408106923103333, -6.372509002685547, 1.3940455913543701]",surprised
"[-595.4555053710938, 82.527099609375, 12.173163414001465, 28.175058364868164, -1.269920825958252, 2.402709722518921, -0.07616342604160309, -14.028658866882324, -5.012076377868652, 1.9696723222732544, -2.1554667949676514, -8.641624450683594, 2.9419381618499756]",surprised
"[-717.3240966796875, 74.2657241821289, 18.79251480102539, 22.57553482055664, 3.8102846145629883, 6.371617794036865, 3.511688232421875, -4.3218512535095215, -5.723122596740723, 1.312765121459961, 2.793630599975586, -4.49266242980957, 4.194981575012207]",surprised
"[-503.34454345703125, 75.85856628417969, 2.788848638534546, 12.781182289123535, -0.72991943359375, -0.280801385641098, -8.66274642944336, -18.284381866455078, -8.979578971862793, -11.065096855163574, -5.433317184448242, -10.70781421661377, -1.593969702720642]",surprised
"[-478.8824768066406, 65.89471435546875, -5.280706405639648, 18.699220657348633, 1.9446786642074585, -3.92089581489563, -12.363540649414062, -15.433378219604492, -14.439864158630371, -7.441816806793213, 0.16129902005195618, -11.923084259033203, 4.4808197021484375]",surprised
"[-568.4826049804688, 78.9991226196289, 5.1677727699279785, 17.34306526184082, 0.7807287573814392, -0.1656520813703537, -3.983546733856201, -9.691935539245605, -4.249927997589111, -1.8376156091690063, -2.7581663131713867, -8.191740989685059, 2.924874782562256]",surprised
"[-635.1886596679688, 68.75548553466797, 15.152997016906738, 18.604406356811523, 0.09292548149824142, 8.996515274047852, -0.5209164023399353, -8.371596336364746, -2.394221067428589, -3.069340229034424, 1.359555721282959, -7.121284008026123, 1.4717425107955933]",surprised
"[-688.141845703125, 41.71698760986328, -7.04500675201416, 9.221197128295898, -7.109091758728027, -8.261805534362793, -8.32998275756836, -13.570581436157227, -5.749722003936768, -5.496639251708984, -2.535306453704834, -7.758556365966797, -5.003758430480957]",neutral
"[-670.4788208007812, 41.424442291259766, -9.092209815979004, 10.955849647521973, -7.992072105407715, -11.112115859985352, -7.644037246704102, -14.364864349365234, -6.475851535797119, -4.763881683349609, -5.977632999420166, -5.742215156555176, -6.759487628936768]",neutral
"[-693.1595458984375, 46.34629440307617, -2.326935291290283, 8.423778533935547, -5.645927906036377, -7.5670976638793945, -7.924098968505859, -13.093635559082031, -4.805933475494385, -4.42470645904541, -4.756628036499023, -6.591373443603516, -5.0564093589782715]",neutral
"[-679.636474609375, 38.594696044921875, -6.0226640701293945, 7.701983451843262, -6.568849563598633, -9.592159271240234, -9.202091217041016, -14.763402938842773, -4.509302616119385, -5.650528430938721, -4.522878170013428, -6.527616500854492, -5.167314052581787]",neutral
"[-746.0429077148438, 41.71124267578125, -7.365700721740723, 13.216364860534668, -4.634426593780518, -9.358640670776367, -10.919119834899902, -13.54201889038086, -5.711934566497803, -6.1676926612854, -3.649937152862549, -8.930904388427734, -3.599550485610962]",calm
"[-768.1146850585938, 38.86635971069336, -7.899153232574463, 8.029403686523438, -5.627952575683594, -7.039909362792969, -10.614152908325195, -13.027922630310059, -7.908660411834717, -5.229372024536133, -6.259349822998047, -10.83664321899414, -4.996992588043213]",calm
"[-780.6114501953125, 41.42687225341797, 4.206638336181641, 8.718412399291992, -0.3514692783355713, -1.6909887790679932, -8.4698486328125, -11.742815971374512, -8.744072914123535, -4.845617771148682, -6.256435394287109, -6.208521842956543, -4.488193511962891]",calm
"[-755.9976196289062, 40.571258544921875, 3.312795639038086, 8.021674156188965, -1.649161696434021, -5.038024425506592, -7.8549394607543945, -12.024868965148926, -4.619290828704834, -5.123658657073975, -3.0521152019500732, -7.9933013916015625, -3.6354732513427734]",calm
"[-765.1522216796875, 53.784759521484375, -3.636472225189209, 13.259919166564941, -2.4547643661499023, -7.200420379638672, -10.4762601852417, -12.178837776184082, -5.830621719360352, -6.997887134552002, -5.670534133911133, -4.901082515716553, -3.858163595199585]",calm
"[-749.941162109375, 52.17319869995117, -5.511636257171631, 19.607038497924805, -1.0360047817230225, -6.9973578453063965, -7.387414455413818, -14.462515830993652, -7.074695110321045, -4.993329048156738, -6.43472146987915, -8.775296211242676, -4.510908603668213]",calm
"[-761.0355834960938, 49.06903076171875, 2.0386574268341064, 12.391646385192871, -1.3187377452850342, -5.0671610832214355, -9.615925788879395, -13.545650482177734, -4.242282867431641, -1.1988000869750977, -5.433520317077637, -6.00982666015625, -4.082740783691406]",calm
"[-804.9658203125, 39.023075103759766, 1.3642009496688843, 11.350907325744629, -5.20767068862915, -4.586947917938232, -7.605614185333252, -12.60482406616211, -8.002860069274902, -3.5563011169433594, -7.150843143463135, -9.384254455566406, -5.390096664428711]",calm
"[-541.7446899414062, 40.227718353271484, -17.55559730529785, 4.66348934173584, -9.640451431274414, -14.633940696716309, -8.135841369628906, -18.640291213989258, -11.482902526855469, -5.564630031585693, -11.927084922790527, -1.7225184440612793, -11.437678337097168]",happy
"[-589.2003784179688, 41.96044158935547, -16.477304458618164, 2.4188973903656006, -10.231037139892578, -14.652756690979004, -7.227983474731445, -19.58467674255371, -7.006860256195068, -10.977863311767578, -5.5649800300598145, -3.7957651615142822, -11.234696388244629]",happy
"[-602.4453125, 43.246604919433594, -2.190476179122925, 11.461952209472656, -4.935697555541992, -6.282478332519531, -9.545134544372559, -15.791704177856445, -8.381662368774414, -9.247780799865723, -8.09861946105957, -2.5524139404296875, -9.07841968536377]",happy
"[-642.913330078125, 31.765230178833008, -16.338003158569336, -1.7847462892532349, -6.6434006690979, -12.14931583404541, -9.94301986694336, -19.852022171020508, -9.033711433410645, -8.212237358093262, -6.551080703735352, -1.0106092691421509, -9.155219078063965]",happy
"[-495.2550964355469, 33.563499450683594, -41.482933044433594, -4.285673141479492, -21.64676284790039, -22.43799591064453, -12.703147888183594, -21.336687088012695, -12.656425476074219, -3.687305450439453, -14.667394638061523, -2.3229687213897705, -11.46528148651123]",happy
"[-400.6652526855469, 41.126914978027344, -47.9273796081543, -5.472022533416748, -23.105314254760742, -28.71327781677246, -14.131295204162598, -27.251802444458008, -14.80012321472168, -8.905157089233398, -17.67436408996582, 3.0264053344726562, -6.961047649383545]",happy
"[-449.0882263183594, 27.181062698364258, -33.00230407714844, -2.8581361770629883, -18.67823028564453, -18.705886840820312, -17.815448760986328, -19.972097396850586, -9.291601181030273, -3.681011915206909, -3.9887442588806152, -1.3483097553253174, -3.3315250873565674]",happy
"[-389.54180908203125, 12.619853973388672, -39.04643249511719, -17.500057220458984, -20.779701232910156, -22.660369873046875, -15.073330879211426, -20.047754287719727, -9.206210136413574, 1.7185481786727905, 4.725535869598389, 15.950315475463867, 7.111100673675537]",happy
"[-699.1871337890625, 49.64728927612305, -11.327353477478027, 13.858394622802734, -8.42524528503418, -2.9745259284973145, -11.342730522155762, -20.56396484375, -6.77884578704834, -5.099270343780518, -7.992687225341797, -6.209834098815918, -3.666902542114258]",sad
"[-802.5155639648438, 49.099647521972656, -2.5296058654785156, 14.4488525390625, -2.687824010848999, 3.1853017807006836, -9.922743797302246, -9.950610160827637, -7.986814498901367, -3.6383938789367676, -4.749518394470215, -5.837131023406982, 0.1989782452583313]",sad
"[-766.634033203125, 45.89387130737305, 0.23180925846099854, 11.42473030090332, -2.5924460887908936, 2.4681894779205322, -5.957740783691406, -15.034740447998047, -4.477785587310791, -1.996565341949463, -3.88637638092041, -4.180242538452148, -2.490666389465332]",sad
"[-754.6861572265625, 52.44359588623047, -1.8934111595153809, 16.132614135742188, -0.28885212540626526, 6.052570819854736, -7.987152576446533, -16.657197952270508, -9.985432624816895, -0.2203369140625, -3.5803704261779785, -6.58112096786499, -3.288099527359009]",sad
